expid,peakid,myear,mseason,sex,status,citizen_clean,occupation_raw_clean,age_raw
NEPA85301,NEPA,1961,Autumn,M,Climber,Nepal,army captain,9.0
NEPA85301,NEPA,1961,Autumn,M,Climber,UK,artist paints marine subjects - civilian,10.0
NEPA85301,NEPA,1961,Autumn,M,Climber,UK,officer brigade of gurkhas,6.0
NEPA85301,NEPA,1961,Autumn,M,Climber,Nepal,army major,7.0
NEPA85301,NEPA,1961,Autumn,M,Climber,UK,petty officer royal navy,8.0
NEPA85301,NEPA,1961,Autumn,M,Climber,UK,captain royal hampshire regiment,5.0
NEPA85301,NEPA,1961,Autumn,M,Climber,UK,police cadet,-5.0
NEPA30101,NEPA,1984,Spring,M,Leader,Germany,unknown,98.0
NEPA36201,NEPA,1984,Summer,M,Leader,Germany,unknown,88.0
NEPA37101,NEPA,1984,Spring,M,Leader,Switzerland,unknown,91.0
NEPA39101,NEPA,1984,Spring,M,Leader,Switzerland,unknown,91.0
NILC82101,NILC,1954,Spring,M,Climber,S Korea,university student,-2.0
NILC82101,NILC,1954,Spring,M,Climber,S Korea,graduate student,4.0
NILC82101,NILC,1954,Spring,M,Climber,S Korea,mountaineering equipment salesman,-3.0
NILC82101,NILC,1954,Spring,M,Climber,S Korea,office worker,0.0
NILN00101,NILN,1975,Spring,M,Leader,France,army captain chief of military high mountain group,12.0
NILN00101,NILN,1975,Spring,M,Climber,France,sergeant-major in army,9.0
NILN00101,NILN,1975,Spring,M,Deputy Leader,France,alpine guide in army lieutenant,6.0
NILN00101,NILN,1975,Spring,M,Climber,France,alpine guide,7.0
NILN00101,NILN,1975,Spring,M,Climber,France,army corporal,4.0
NILN00101,NILN,1975,Spring,M,Climber,France,army alpine guide with rank of sergeant,2.0
NILS99301,NILS,1980,Autumn,M,Climber,Slovenia,electrical engineering student,2.0
NILS99301,NILS,1980,Autumn,M,Climber,Slovenia,photographer musician,10.0
NILS99301,NILS,1980,Autumn,M,Climber,Slovenia,alpinist,4.0
NUPE95301,NUPE,1964,Autumn,M,Film Team,Germany,camerman,-2.0
NUPK64101,NUPK,1949,Spring,M,Climber,W Germany,compositor printing,9.0
NUPT99102,NUPT,1980,Spring,M,BC Manager,USA,architect,8.0
NUPT99103,NUPT,1980,Spring,M,Climber,France,alpine guide,7.0
NUPW88401,NUPW,1933,Winter,M,Climber,S Korea,engineer,-27.0
NUPW88401,NUPW,1933,Winter,M,Climber,S Korea,engineer,-30.0
NUPW88401,NUPW,1933,Winter,M,Climber,S Korea,engineer,-33.0
NUPW88401,NUPW,1933,Winter,M,Climber,S Korea,student,-28.0
NUPW88401,NUPW,1933,Winter,M,Climber,S Korea,engineer,-31.0
NUPW88401,NUPW,1933,Winter,M,Climber,S Korea,shop owner,-31.0
NUPW88401,NUPW,1933,Winter,M,Climber,S Korea,shop owner,-15.0
NUPW89301,NUPW,1933,Autumn,M,Leader,W Germany,alpine guide,-28.0
NUPW89301,NUPW,1933,Autumn,M,Climber,W Germany,alpine guide student of technology,-31.0
NUPW89301,NUPW,1933,Autumn,M,Climber,W Germany,alpine guide furniture maker,-22.0
NUPW89301,NUPW,1933,Autumn,M,Climber,W Germany,salesman,-31.0
NUPW89301,NUPW,1933,Autumn,M,Climber,W Germany,electrician,-31.0
NUPW96201,NUPW,1933,Summer,M,Leader,Indonesia,student of electrical engineering,-41.0
NUPW96201,NUPW,1933,Summer,M,Climber,Indonesia,student of economics and sociology,-42.0
NUPW96201,NUPW,1933,Summer,M,Climber,Indonesia,sociology student,-40.0
NUPW97301,NUPW,1933,Autumn,M,Leader,Slovenia,electrician,-36.0
NUPW97301,NUPW,1933,Autumn,M,Deputy Leader,Slovenia,wood technician,-26.0
NUPW97301,NUPW,1933,Autumn,M,Climber,Mexico,motivational speaker outdoor leadership trainer,-29.0
NUPW97301,NUPW,1933,Autumn,M,Climber,Slovenia,alpine guide,-28.0
NUPW97301,NUPW,1933,Autumn,M,Climber,Slovenia,carpenter,-40.0
NUPW97301,NUPW,1933,Autumn,M,Exp Doctor,Slovenia,physician,-26.0
NUPW97301,NUPW,1933,Autumn,M,Climber,Slovenia,civil engineer,-31.0
NUPW97301,NUPW,1933,Autumn,M,Climber,Slovenia,technician,-14.0
NUPW97301,NUPW,1933,Autumn,M,Climber,Slovenia,veterinarian,-26.0
NUPW88401,NUPW,1934,Winter,M,Leader,S Korea,pharmacist,-16.0
NUPW88401,NUPW,1934,Winter,M,Climbing Leader,S Korea,salesman,-26.0
NUPW88401,NUPW,1934,Winter,M,Deputy Leader,S Korea,engineer,-16.0
NUPW88401,NUPW,1934,Winter,M,Climber,S Korea,engineering teacher,-30.0
NUPW77101,NUPW,1935,Spring,M,Leader,Japan,unknown,-4.0
NUPW77101,NUPW,1935,Spring,M,Deputy Leader,Japan,sporting goods salesman,-9.0
NUPW77101,NUPW,1935,Spring,M,Climber,Japan,computer engineer,-12.0
NUPW77101,NUPW,1935,Spring,M,Climber,Japan,engineer,-7.0
NUPW77101,NUPW,1935,Spring,M,Climber,Japan,bookkeeper pharmaceutical company,-12.0
NUPW77101,NUPW,1935,Spring,F,Climber,Japan,nurse in day nursery,-12.0
NUPW77101,NUPW,1935,Spring,M,Climber,Japan,engineer in typewriter-manufacturing company,-16.0
NUPW77101,NUPW,1935,Spring,M,Climber,Japan,university history student,-17.0
NUPW84301,NUPW,1935,Autumn,M,Leader,France,alpine guide,-6.0
NUPW84301,NUPW,1935,Autumn,M,Climber,France,alpine guide,-22.0
NUPW84301,NUPW,1935,Autumn,M,Climber,France,physician,-19.0
NUPW84301,NUPW,1935,Autumn,M,Climber,France,physician,-20.0
NUPW84301,NUPW,1935,Autumn,M,Climber,France,alpine guide,-16.0
NUPW84301,NUPW,1935,Autumn,M,Climber,France,alpine guide,-21.0
NUPW84301,NUPW,1935,Autumn,M,Climber,France,alpine guide,-16.0
NUPW84301,NUPW,1935,Autumn,M,Climber,France,alpine guide,-22.0
NUPW84301,NUPW,1935,Autumn,M,Climber,France,alpine guide,-14.0
NUPW84301,NUPW,1935,Autumn,M,Climber,France,alpine guide,-18.0
OHMI89101,OHMI,1954,Spring,M,Sirdar,India,alpine instructor,-13.0
PALD49201,PALD,1984,Summer,M,Leader,UK,unknown,86.0
PASA86301,PASA,1963,Autumn,M,Climber,Japan,municipal official,10.0
PASA95301,PASA,1986,Autumn,F,Climber,S Korea,engineering student,11.0
PASA96302,PASA,1986,Autumn,M,H-A Worker,Nepal,unknown,7.0
PETH84301,PETH,1962,Autumn,F,Member,Spain,primary school teacher,1.0
PISA94301,PISA,1981,Autumn,M,Leader,Germany,unknown,12.0
PK4100101,PK41,1965,Spring,M,Leader,Finland,unknown,11.0
PK4100101,PK41,1965,Spring,M,Climber,Finland,unknown,6.0
PK4100101,PK41,1965,Spring,M,Climber,USA,photojournalist,6.0
PTHE54101,PTHE,1921,Spring,M,Leader,New Zealand,apiarist alpinist,2.0
PTHE54101,PTHE,1921,Spring,M,Climber,New Zealand,civil engineer,-3.0
PTHE54101,PTHE,1921,Spring,M,Climber,New Zealand,unknown,-4.0
PUMO89307,PUMO,1954,Autumn,M,Climber,UK,alpine guide,-3.0
PUMO98304,PUMO,1955,Autumn,M,Climber,Australia,manager,-8.0
PUMO96305,PUMO,1957,Autumn,M,H-A Worker,Nepal,unknown,0.0
PUMO97303,PUMO,1957,Autumn,M,H-A Worker,Nepal,unknown,0.0
PUMO97304,PUMO,1957,Autumn,M,H-A Worker,Nepal,unknown,-10.0
PUMO96302,PUMO,1958,Autumn,M,H-A Worker,Nepal,unknown,-8.0
PUMO91401,PUMO,1964,Winter,M,Climber,UK,geologist,0.0
PUMO91401,PUMO,1964,Winter,M,Climber,UK,surveyor,4.0
PUMO94101,PUMO,1964,Spring,F,Member,Italy,kindergarten assistant,6.0
PUMO99304,PUMO,1965,Autumn,M,Climber,USA,alpine guide,-7.0
PUMO99304,PUMO,1965,Autumn,M,Climber,Canada,attorney,10.0
PUMO99304,PUMO,1965,Autumn,M,Climber,USA,ski patrolman guide musician,1.0
PUMO99304,PUMO,1965,Autumn,M,Climber,USA,physician,8.0
PUMO99304,PUMO,1965,Autumn,M,Climber,USA,alpine guide,-3.0
PUMO99304,PUMO,1965,Autumn,M,Climber,France,trekking guide,-5.0
PUMO99304,PUMO,1965,Autumn,M,Climber,UK,service,-6.0
PUMO99304,PUMO,1965,Autumn,M,Climber,UK,businessman,0.0
PUMO99304,PUMO,1965,Autumn,M,Climber,UK,sports shop chain managing director,5.0
PUMO99304,PUMO,1965,Autumn,M,Climber,UK,firefighter,-10.0
PUMO99304,PUMO,1965,Autumn,M,Climber,UK,manager,-5.0
PUMO99304,PUMO,1965,Autumn,M,Climber,UK,unemployed industrial designer,-11.0
PUMO99304,PUMO,1965,Autumn,M,Climber,Australia,service,-9.0
PUMO00301,PUMO,1970,Autumn,M,Climber,Italy,geologist,-1.0
PUMO00301,PUMO,1970,Autumn,M,Leader,Italy,alpine guide geologist,1.0
PUMO00301,PUMO,1970,Autumn,M,Climber,Italy,alpine guide,0.0
PUMO00301,PUMO,1970,Autumn,M,Climber,Italy,alpine guide,1.0
PUMO00302,PUMO,1970,Autumn,M,Climber,Austria,hotel cook,-8.0
PUMO00302,PUMO,1970,Autumn,M,Climber,Austria,technical manager on a hotel,-2.0
PUMO00303,PUMO,1970,Autumn,M,Climber,Austria,systems engineer,10.0
PUMO00303,PUMO,1970,Autumn,M,Climber,Germany,chemical labaratory staff,-5.0
PUMO00303,PUMO,1970,Autumn,M,Climber,Austria,technician,8.0
PUMO00303,PUMO,1970,Autumn,M,H-A Worker,Nepal,unknown,-4.0
PUMO00304,PUMO,1970,Autumn,M,Climber,Mexico,computer programmer,3.0
PUMO00304,PUMO,1970,Autumn,F,Climber,Mexico,assistant to vice-president of telecommunications company,-2.0
PUMO00304,PUMO,1970,Autumn,M,Climber,Mexico,student of chemical engineering,-9.0
PUMO00304,PUMO,1970,Autumn,M,Climber,Mexico,environmental engineering student,-7.0
PUMO00304,PUMO,1970,Autumn,M,Leader,Mexico,chemical engineer in corn-products factory,-6.0
PUMO00304,PUMO,1970,Autumn,M,Climber,Mexico,medical equipment sales manager,10.0
PUMO94305,PUMO,1970,Autumn,M,Climber,Japan,office worker,4.0
PUMO00102,PUMO,1974,Spring,M,Leader,Austria,alpine guide,7.0
PUMO00101,PUMO,1975,Spring,F,Exp Doctor,Russia,personnel manager for publishing company,9.0
PUMO00102,PUMO,1975,Spring,M,Climber,Netherlands,insurance company manager,10.0
PUMO00102,PUMO,1975,Spring,M,Climber,Netherlands,owner of training institute for executives,6.0
PUMO00103,PUMO,1975,Spring,M,Climber,USA,museum development,-1.0
PUMO00103,PUMO,1975,Spring,M,Climber,USA,ski instructor,12.0
PUMO00103,PUMO,1975,Spring,M,Climber,USA,computer programmer,1.0
PUMO00103,PUMO,1975,Spring,F,Climber,USA,educator,3.0
PUMO00103,PUMO,1975,Spring,F,Climber,USA,teacher,8.0
PUMO00103,PUMO,1975,Spring,M,Climber,USA,teacher alpine instructor,5.0
PUMO00103,PUMO,1975,Spring,F,Climber,USA,teacher,12.0
PUMO00103,PUMO,1975,Spring,F,Climber,USA,ski instructor alpine guide,6.0
PUMO00103,PUMO,1975,Spring,M,Climber,USA,teacher,2.0
PUMO00104,PUMO,1975,Spring,M,Climber,Austria,distillery proprietor,5.0
PUMO00104,PUMO,1975,Spring,M,Climber,Austria,mountain lodge owner and manager,8.0
PUMO00104,PUMO,1975,Spring,M,Climber,Austria,bus driver,5.0
PUMO00104,PUMO,1975,Spring,M,Climber,Austria,bus driver,2.0
PUMO99301,PUMO,1980,Autumn,M,Climber,Denmark,bartender,3.0
PUMO99301,PUMO,1980,Autumn,M,Climber,UK,self employed,10.0
PUMO99301,PUMO,1980,Autumn,M,Climber,USA,physicist,12.0
PUMO99301,PUMO,1980,Autumn,M,Climber,Czech Republic,office worker,5.0
PUMO99301,PUMO,1980,Autumn,M,Climber,Czech Republic,teacher,9.0
PUMO99302,PUMO,1980,Autumn,M,Climber,Canada,stunt performer and actor,10.0
PUMO99302,PUMO,1980,Autumn,M,Climber,Canada,engineer,10.0
PUMO99302,PUMO,1980,Autumn,M,Climber,Canada,student,2.0
PUMO99302,PUMO,1980,Autumn,M,Climber,Canada,forest fighter and student,2.0
PUMO99302,PUMO,1980,Autumn,M,Climber,Norway,biochemical engineer,12.0
PUMO99303,PUMO,1980,Autumn,M,Climber,Norway,construction engineering student,5.0
PUMO99303,PUMO,1980,Autumn,M,Climber,Norway,engineering student,4.0
PUMO99303,PUMO,1980,Autumn,M,Leader,Norway,civil engineering student,5.0
PUMO99303,PUMO,1980,Autumn,M,BC Manager,Norway,student of outdoor recreation,5.0
PUMO99303,PUMO,1980,Autumn,M,Climber,Norway,engineering student,7.0
PUMO95308,PUMO,1981,Autumn,M,Climber,Switzerland,engineer,12.0
PUMO97307,PUMO,1982,Autumn,M,Climber,Slovenia,carpenter,9.0
PUMO98307,PUMO,1982,Autumn,M,Climber,Austria,machine mechanic,3.0
PUMO98307,PUMO,1982,Autumn,M,H-A Worker,Nepal,unknown,2.0
PUMO98301,PUMO,1983,Autumn,M,Climber,Ukraine,alpinist,12.0
PUMO98301,PUMO,1983,Autumn,M,Climber,Ukraine,alpinist,12.0
PUMO98302,PUMO,1983,Autumn,M,Climber,Czech Republic,technical engineer,10.0
PUMO98302,PUMO,1983,Autumn,M,Climber,Czech Republic,computer engineer,9.0
PUMO98302,PUMO,1983,Autumn,M,Climber,Czech Republic,computer engineer,11.0
PUMO98303,PUMO,1983,Autumn,M,Climber,Italy,student,6.0
PUMO98304,PUMO,1983,Autumn,M,Climber,Australia,physician,11.0
PUMO98304,PUMO,1983,Autumn,M,Climber,New Zealand,science technician,12.0
PUMO91301,PUMO,1985,Autumn,M,Climber,France,student,12.0
PUMO91301,PUMO,1985,Autumn,M,Climber,France,student,11.0
PUMO91301,PUMO,1985,Autumn,M,Climber,France,student,12.0
PUMO95401,PUMO,1985,Winter,M,Climber,Japan,engineer,11.0
PUMO97101,PUMO,1985,Spring,M,Climber,Austria,cabinetmaker,12.0
PUMO97101,PUMO,1985,Spring,F,Climber,Austria,shop assistant,9.0
PUMO97102,PUMO,1985,Spring,M,Climber,New Zealand,ski instructor,9.0
PUMO97301,PUMO,1985,Autumn,M,Climber,Slovakia,engineer,12.0
PUMO98102,PUMO,1985,Spring,M,Climber,Canada,tow-truck driver,10.0
PUTH76301,PUTH,1953,Autumn,M,H-A Worker,Nepal,unknown,10.0
PUTH92301,PUTH,1954,Autumn,M,H-A Worker,Nepal,unknown,4.0
PUTH78101,PUTH,1956,Spring,M,H-A Worker,Nepal,unknown,4.0
PUTH98301,PUTH,1959,Autumn,M,H-A Worker,Nepal,unknown,-8.0
PUTH98301,PUTH,1959,Autumn,M,H-A Worker,Nepal,unknown,-20.0
PUTH00303,PUTH,1970,Autumn,M,Climber,France,journalist,5.0
PUTH00303,PUTH,1970,Autumn,M,Climber,Andorra,hotel manager,-3.0
PUTH00303,PUTH,1970,Autumn,F,Climber,Andorra,hotel manager,-2.0
PUTH00303,PUTH,1970,Autumn,M,Climber,France,contruction worker,-10.0
PUTH00303,PUTH,1970,Autumn,M,H-A Worker,Nepal,unknown,3.0
PUTH00303,PUTH,1970,Autumn,M,H-A Worker,Nepal,unknown,-9.0
PUTH00301,PUTH,1974,Autumn,M,Climber,France,engineer on helicopter simulation,0.0
PUTH00301,PUTH,1974,Autumn,F,Climber,France,student of business administration,-3.0
PUTH00301,PUTH,1974,Autumn,F,Climber,France,midwife,-2.0
PUTH00302,PUTH,1974,Autumn,M,Climber,Spain,house painter,10.0
PUTH00302,PUTH,1974,Autumn,M,Climber,Spain,teacher,3.0
PUTH00302,PUTH,1974,Autumn,M,H-A Worker,Nepal,unknown,2.0
PUTH00302,PUTH,1974,Autumn,M,H-A Worker,Nepal,unknown,10.0
PUTH97301,PUTH,1985,Autumn,M,Climber,Canada,waiter,10.0
PYRM39201,PYRM,1905,Summer,M,Leader,Switzerland,unknown,12.0
PYRM39201,PYRM,1905,Summer,M,Climber,Germany,unknown,-4.0
PYRM39201,PYRM,1905,Summer,M,Climber,Germany,unknown,-8.0
PYRM00301,PYRM,1970,Autumn,M,Climber,Slovenia,sports student,-7.0
PYRM00301,PYRM,1970,Autumn,M,Climber,Slovenia,sports student,-7.0
RAKS99301,RAKS,1980,Autumn,F,Climber,Austria,medical technician,9.0
RAKS99301,RAKS,1980,Autumn,M,Climber,Austria,carpenter,7.0
RAKS99301,RAKS,1980,Autumn,F,Climber,Austria,shop assistant,4.0
RAKS97301,RAKS,1985,Autumn,M,Dep Leader (admin),Austria,regional manager for eu rural programs,11.0
RAKS97301,RAKS,1985,Autumn,M,Climber,Austria,sports student,11.0
RAKS97301,RAKS,1985,Autumn,M,Climber,Austria,technical student,12.0
RAKS97301,RAKS,1985,Autumn,M,Member,Austria,sports student,11.0
RAKS97301,RAKS,1985,Autumn,M,Climber,Austria,ecology student,11.0
RAKS97301,RAKS,1985,Autumn,M,Climber,Austria,border policemen,11.0
RAMT98301,RAMT,1957,Autumn,M,H-A Worker,Nepal,unknown,-11.0
RAMT00101,RAMT,1975,Spring,M,Climber,UK,armed forces petty officer,5.0
RAMT00101,RAMT,1975,Spring,M,Climber,UK,lieutenant in armed forces,4.0
RAMT00101,RAMT,1975,Spring,M,Exp Doctor,UK,physician,3.0
RAMT00101,RAMT,1975,Spring,M,Climber,UK,armed forces lance corporal,2.0
RAMT00101,RAMT,1975,Spring,M,Climber,UK,lieutenant in armed forces,-1.0
RAMT00101,RAMT,1975,Spring,M,Climber,UK,armed forces lieutenant,3.0
RAMT00101,RAMT,1975,Spring,M,Climber,UK,army lance corporal,4.0
RAMT00101,RAMT,1975,Spring,F,Exp Doctor,UK,armed forces doctor,2.0
RAMT00101,RAMT,1975,Spring,M,Climber,UK,armed forces lance corporal,2.0
RAMT98302,RAMT,1982,Autumn,M,Climber,Ireland,student,7.0
RAMT98302,RAMT,1982,Autumn,M,Climber,Germany,medical student,9.0
RAMT30101,RAMT,1984,Spring,M,Leader,Germany,unknown,98.0
RATC00301,RATC,1970,Autumn,M,Leader,France,alpine guide,0.0
RATC00301,RATC,1970,Autumn,M,Climber,France,bank staff,-2.0
RATC00301,RATC,1970,Autumn,M,Climber,France,alpine guide,1.0
RATC00301,RATC,1970,Autumn,F,Climber,France,computer technician,4.0
RATC00301,RATC,1970,Autumn,M,Climber,France,cabinet maker,-2.0
RATC00301,RATC,1970,Autumn,M,Climber,France,engineer,11.0
RATC00301,RATC,1970,Autumn,M,Exp Doctor,France,physician,10.0
RATC00301,RATC,1970,Autumn,M,Climber,France,engineer,12.0
RATC96301,RATC,1985,Autumn,M,Climber,Japan,education student,9.0
RATC96301,RATC,1985,Autumn,M,Climber,Japan,student of culture,8.0
RATH87101,RATH,1970,Spring,M,Climber,India,unknown,6.0
ROCN86301,ROCN,1961,Autumn,M,Deputy Leader,France,public works inspector,8.0
ROCN86301,ROCN,1961,Autumn,M,Climber,France,management consultant,5.0
ROCN86301,ROCN,1961,Autumn,M,Climber,Belgium,apprentice guide,-2.0
ROCN86301,ROCN,1961,Autumn,M,Climber,France,graphic designer,5.0
ROCN86301,ROCN,1961,Autumn,M,Climber,France,computer operator,8.0
ROCN86301,ROCN,1961,Autumn,M,Exp Doctor,France,physician,9.0
ROCN88301,ROCN,1961,Autumn,M,Climber,UK,technician,12.0
ROCN88301,ROCN,1961,Autumn,M,Climber,Italy,alpine guide,6.0
ROCN88301,ROCN,1961,Autumn,M,Climber,USA,carpenter photographer,5.0
ROCN88301,ROCN,1961,Autumn,M,Climber,Poland,metallurgist,9.0
ROCN81101,ROCN,1962,Spring,M,Climber,Sweden,civil engineer,12.0
ROCN81101,ROCN,1962,Spring,M,Climber,Switzerland,forester,7.0
ROCN81101,ROCN,1962,Spring,M,Climber,Sweden,economics student,10.0
ROCN81101,ROCN,1962,Spring,M,Climber,Sweden,organiser of leisure activities,11.0
ROCN81101,ROCN,1962,Spring,M,Sirdar,Nepal,unknown,10.0
ROCN84301,ROCN,1962,Autumn,M,Climber,Switzerland,alpine guide,3.0
ROCN84301,ROCN,1973,Autumn,M,Climber,Switzerland,alpine guide,12.0
ROCN88301,ROCN,1973,Autumn,M,Climber,Poland,cultural anthropology student,11.0
ROCN91401,ROCN,1985,Winter,M,Climber,S Korea,high school student,11.0
SAIP98301,SAIP,1983,Autumn,M,Climber,Japan,university of geography,11.0
SAIP98302,SAIP,1983,Autumn,F,Leader,USA,geological researcher,11.0
SAIP98302,SAIP,1983,Autumn,M,Climber,USA,biologist geologist,10.0
SHNW80301,SHNW,1939,Autumn,M,Leader,UK,author alpinist,-2.0
SHNW80301,SHNW,1939,Autumn,M,Climber,UK,alpine guide,-11.0
SHNW80301,SHNW,1939,Autumn,M,Climber,France,alpine guide,-11.0
SHNW80401,SHNW,1939,Winter,M,Leader,Italy,professional alpinist,-9.0
SHNW80401,SHNW,1939,Winter,M,Climber,Italy,mason,3.0
SHNW80401,SHNW,1939,Winter,M,Climber,Switzerland,alpine guide,-7.0
SHNW80401,SHNW,1939,Winter,M,Climber,Switzerland,alpine guide,-13.0
SHNW84101,SHNW,1939,Spring,M,Leader,UK,alpinist writer,-2.0
SHNW84101,SHNW,1939,Spring,M,Climber,France,alpine guide,-14.0
SHNW84101,SHNW,1939,Spring,M,Climber,USA,carpenter,-21.0
SPH462101,SPH4,1922,Spring,M,Sirdar,Nepal,unknown,-10.0
SURM74101,SURM,1905,Spring,M,Leader,UK,civil engineer,-39.0
SURM74101,SURM,1905,Spring,M,Climber,UK,industrial chemist,-39.0
SURM74101,SURM,1905,Spring,M,Climber,UK,civil engineer,-43.0
SURM74101,SURM,1905,Spring,M,Climber,UK,alpine instructor,-43.0
TAKP00201,TAKP,1974,Summer,M,H-A Worker,Nepal,unknown,8.0
TARS90301,TARS,1930,Autumn,M,Climber,S Korea,university student of politics diplomacy,-37.0
TARS90301,TARS,1930,Autumn,F,Climber,S Korea,student of mathematics,-34.0
TARS90301,TARS,1930,Autumn,M,Climber,S Korea,student of accounting,-36.0
TARS94301,TARS,1930,Autumn,M,Leader,Germany,retired decorator,-5.0
TARS94301,TARS,1930,Autumn,M,Climber,Germany,technician,-14.0
TARS94301,TARS,1930,Autumn,M,Climber,Austria,machine operator,-28.0
TARS94301,TARS,1930,Autumn,M,Climber,Austria,car mechanic,-39.0
TARS94301,TARS,1930,Autumn,M,Climber,Germany,car repairs supervisor,-20.0
TARS94301,TARS,1930,Autumn,M,Climber,Germany,physiotherapist,-35.0
TARS94301,TARS,1930,Autumn,M,Climber,Germany,machine technician,-26.0
TARS98301,TARS,1930,Autumn,M,Leader,Czech Republic,geographer,-39.0
TARS98301,TARS,1930,Autumn,M,Climber,Czech Republic,construction engineer,-22.0
TARS98301,TARS,1930,Autumn,M,Climber,Czech Republic,mechanical engineer,-27.0
TARS98301,TARS,1930,Autumn,M,Climber,Czech Republic,mechanical engineer,-35.0
TARS83301,TARS,1931,Autumn,M,Climber,France,engineer,-14.0
TARS83301,TARS,1931,Autumn,M,Climber,France,engineer,-22.0
TARS83301,TARS,1931,Autumn,M,Climber,France,manager of sporting-goods shop,-13.0
TARS83301,TARS,1931,Autumn,M,Climber,France,manager of sporting-goods shop,-21.0
TARS83301,TARS,1931,Autumn,M,Climber,France,bank employee,-17.0
TARS83301,TARS,1931,Autumn,M,Exp Doctor,France,physician,-17.0
TARS83301,TARS,1931,Autumn,M,Climber,France,alpine guide,-28.0
TARS83301,TARS,1931,Autumn,M,Climber,France,owner home insulating business,1.0
TARS83301,TARS,1931,Autumn,M,Climber,France,pharmacist,-23.0
TARS84301,TARS,1931,Autumn,M,Leader,S Korea,office worker food processing company,-24.0
TARS84301,TARS,1931,Autumn,M,Climber,S Korea,salesman,-29.0
TARS84301,TARS,1931,Autumn,M,Climber,S Korea,teacher,-19.0
TARS90301,TARS,1931,Autumn,M,Leader,S Korea,manager in taxi company,-25.0
TARS90301,TARS,1931,Autumn,M,Climbing Leader,S Korea,teacher commercial high school,-31.0
TARS81301,TARS,1933,Autumn,M,Leader,Italy,mechanical engineer,-5.0
TARS81301,TARS,1933,Autumn,M,Climbing Leader,Italy,alpine guide,-16.0
TARS81301,TARS,1933,Autumn,M,Exp Doctor,Italy,medical student,-15.0
TARS81301,TARS,1933,Autumn,M,Climber,Italy,alpine guide,-19.0
TARS81301,TARS,1933,Autumn,M,Climber,Italy,alpine guide,-22.0
TARS81301,TARS,1933,Autumn,M,Climber,Italy,alpine guide,-16.0
TARS81301,TARS,1933,Autumn,M,H-A Worker,Nepal,unknown,-17.0
TARS82301,TARS,1933,Autumn,M,Leader,France,alpine guide,-6.0
TARS82301,TARS,1933,Autumn,M,Climber,France,specialist in children s education,-10.0
TARS82301,TARS,1933,Autumn,F,Climber,France,biologist,-14.0
TARS82301,TARS,1933,Autumn,M,Climber,France,technician,-17.0
TARS82301,TARS,1933,Autumn,M,Climber,France,civil servant in ministry of research industry,-14.0
TARS83301,TARS,1933,Autumn,M,Leader,France,alpine guide,-19.0
TARS83301,TARS,1933,Autumn,F,Deputy Leader,France,school teacher of mathematics,-24.0
TAWO82301,TAWO,1960,Autumn,M,Climber,Switzerland,construction engineer,7.0
TAWO82301,TAWO,1960,Autumn,M,Climber,France,home builder,12.0
TAWO82301,TAWO,1960,Autumn,M,Climber,Switzerland,electronics engineer,3.0
TAWO85101,TAWO,1965,Spring,M,Climber (Cholatse),Japan,window washer of tall buildings,8.0
TAWO85101,TAWO,1965,Spring,M,Climber (Cholatse),Japan,worker plastics factory,2.0
TENG00301,TENG,1969,Autumn,M,Climber,USA,unknown,11.0
TENG99301,TENG,1980,Autumn,M,Climber,Denmark,carpenter,5.0
TENG99301,TENG,1980,Autumn,M,Climber,USA,primary school teacher,10.0
TENG99301,TENG,1980,Autumn,M,Climber,France,accountant/bookeeper,12.0
TILI71301,TILI,1953,Autumn,M,Climbing Leader,Italy,alpine guide,9.0
TILI00306,TILI,1969,Autumn,M,Co-Leader,Spain,physical education teacher,-2.0
TILI00306,TILI,1969,Autumn,M,Co-Leader,Spain,firefighter,2.0
TILI00305,TILI,1970,Autumn,M,Climber,Singapore,marketing administrator,10.0
TILI91301,TILI,1970,Autumn,M,H-A Worker,Nepal,unknown,11.0
TILI00101,TILI,1974,Spring,F,Climber,Japan,accountant,8.0
TILI00101,TILI,1974,Spring,F,Climber,Japan,computer programmer,8.0
TILI00301,TILI,1974,Autumn,F,Climber,Austria,sportswear product,7.0
TILI00302,TILI,1974,Autumn,M,Climber,France,botanist,4.0
TILI00302,TILI,1974,Autumn,M,H-A Worker,Nepal,unknown,3.0
TILI00303,TILI,1974,Autumn,M,Climber,France,mechanical engineer specializing in acoustics and vibration,7.0
TILI00303,TILI,1974,Autumn,F,Climber,Switzerland,laboratoray technician,3.0
TILI00304,TILI,1974,Autumn,M,Climber,Germany,physicist,7.0
TILI00304,TILI,1974,Autumn,M,Climber,Germany,mathematician,3.0
TILI00304,TILI,1974,Autumn,F,Climber,Germany,software engineer,10.0
TILI00304,TILI,1974,Autumn,M,Leader,Germany,software engineer,5.0
TILI00101,TILI,1975,Spring,M,Leader,Japan,office worker,9.0
TILI99302,TILI,1979,Autumn,M,Climber,France,consultant,11.0
TILI99302,TILI,1979,Autumn,M,Climber,France,engineer,9.0
TILI99302,TILI,1979,Autumn,F,Climber,France,marketing manager,8.0
TILI99302,TILI,1979,Autumn,M,Climber,France,alpine guide,12.0
TILI99302,TILI,1979,Autumn,M,H-A Worker,Nepal,unknown,12.0
TILI92301,TILI,1984,Autumn,M,Climber,Argentina,student,12.0
TKPO84301,TKPO,1964,Autumn,M,Leader,UK,just finished studies in biology physical education,8.0
