expid,peakid,myear,mseason,sex,status,citizen_clean,occupation_raw_clean,age_raw
AMAD00110,AMAD,1930,Spring,M,H-A Worker,Nepal,unknown,-43.0
AMAD84402,AMAD,1954,Winter,M,H-A Worker,Nepal,unknown,-4.0
AMAD00313,AMAD,1955,Autumn,M,H-A Worker,Nepal,unknown,2.0
AMAD00401,AMAD,1955,Winter,M,H-A Worker,Nepal,unknown,-14.0
AMAD97401,AMAD,1955,Winter,M,H-A Worker,Nepal,unknown,-5.0
AMAD88303,AMAD,1956,Autumn,F,Climber,Switzerland,secretary,1.0
AMAD99404,AMAD,1956,Winter,M,Climber,USA,gauge technician,5.0
AMAD00112,AMAD,1957,Spring,M,H-A Worker,Nepal,unknown,-21.0
AMAD00112,AMAD,1957,Spring,M,H-A Worker,Nepal,unknown,-3.0
AMAD00324,AMAD,1959,Autumn,M,H-A Worker,Nepal,unknown,-6.0
AMAD98401,AMAD,1959,Winter,M,H-A Worker,Nepal,unknown,-1.0
AMAD99318,AMAD,1959,Autumn,M,H-A Worker,Nepal,unknown,-3.0
AMAD99318,AMAD,1959,Autumn,M,H-A Worker,Nepal,unknown,-1.0
AMAD00110,AMAD,1960,Spring,M,H-A Worker,Nepal,unknown,-2.0
AMAD99308,AMAD,1960,Autumn,M,H-A Worker,Nepal,unknown,-14.0
AMAD99317,AMAD,1960,Autumn,M,H-A Worker,Nepal,unknown,-11.0
AMAD94103,AMAD,1963,Spring,F,Climber,Japan,designer of children s clothing,11.0
AMAD85102,AMAD,1965,Spring,M,Climber,Japan,worker plastics factory,2.0
AMAD98316,AMAD,1965,Autumn,M,H-A Worker,Nepal,unknown,2.0
AMAD99306,AMAD,1965,Autumn,M,Climber,USA,alpine guide,8.0
AMAD97104,AMAD,1969,Spring,M,Climber,USA,climbing equipment salesman,9.0
AMAD98101,AMAD,1969,Spring,M,Sirdar,Nepal,unknown,5.0
AMAD98332,AMAD,1969,Autumn,M,Leader,USA,alpine guide,1.0
AMAD99317,AMAD,1969,Autumn,M,Climber,Switzerland,carpenter,1.0
AMAD99321,AMAD,1969,Autumn,M,Leader,USA,alpine guide,1.0
AMAD00307,AMAD,1970,Autumn,M,H-A Worker,Nepal,unknown,1.0
AMAD94101,AMAD,1970,Spring,M,Sirdar,Nepal,unknown,10.0
AMAD00316,AMAD,1972,Autumn,M,Co-Leader,USA,alpine guide,-1.0
AMAD00316,AMAD,1972,Autumn,M,Co-Leader,USA,alpine guide,-4.0
AMAD00321,AMAD,1972,Autumn,M,Co-Leader,Canada,film production administrator,3.0
AMAD00322,AMAD,1972,Autumn,M,Leader,New Zealand,alpine guide,3.0
AMAD00322,AMAD,1972,Autumn,F,Climber,Canada,alpine guide,1.0
AMAD00322,AMAD,1972,Autumn,M,Climber,New Zealand,electrician,2.0
AMAD00322,AMAD,1972,Autumn,M,Climber,UK,alpine guide,10.0
AMAD00322,AMAD,1972,Autumn,M,H-A Worker,Nepal,unknown,2.0
AMAD00323,AMAD,1972,Autumn,M,Climber,USA,retail store owner,0.0
AMAD00323,AMAD,1972,Autumn,M,Leader,Canada,alpine guide,11.0
AMAD00323,AMAD,1972,Autumn,M,Climber,Norway,engineer,4.0
AMAD00324,AMAD,1972,Autumn,M,Leader,UK,hong kong police force,8.0
AMAD00325,AMAD,1972,Autumn,M,Climber,USA,graphic artist,10.0
AMAD00325,AMAD,1972,Autumn,M,Climber,USA,waiter and photographer,1.0
AMAD00325,AMAD,1972,Autumn,M,Climber,USA,architect,9.0
AMAD00325,AMAD,1972,Autumn,M,Climber,USA,architect,6.0
AMAD00325,AMAD,1972,Autumn,M,Climber,USA,does field testing for sports clothes manufacturer,10.0
AMAD00401,AMAD,1972,Winter,M,Climber,UK,geophysicist,0.0
AMAD00401,AMAD,1972,Winter,M,Climber,UK,engineer,9.0
AMAD00401,AMAD,1972,Winter,F,Climber,USA,web producer,4.0
AMAD00401,AMAD,1972,Winter,M,Climber,UK,crime-scene expert,3.0
AMAD00401,AMAD,1972,Winter,M,Leader,UK,alpine guide,4.0
AMAD00402,AMAD,1972,Winter,M,Climber,S Korea,alpine instructor,8.0
AMAD00402,AMAD,1972,Winter,M,Climber,S Korea,sports equipment salesman,3.0
AMAD00402,AMAD,1972,Winter,M,Climber,S Korea,mountain equipment shop keeper,5.0
AMAD00402,AMAD,1972,Winter,M,Climber,S Korea,sportswear salesman,4.0
AMAD00402,AMAD,1972,Winter,M,Climber,S Korea,just graduated from university - no job,-2.0
AMAD00402,AMAD,1972,Winter,M,H-A Worker,Nepal,unknown,1.0
AMAD00403,AMAD,1972,Winter,M,Climber,USA,broker,-2.0
AMAD00403,AMAD,1972,Winter,M,Climber,USA,marketing manager,-1.0
AMAD00403,AMAD,1972,Winter,M,Climber,UK,university lecturer in art and design,9.0
AMAD00403,AMAD,1972,Winter,M,Leader,Spain,alpine guide climbing instructor,5.0
AMAD00403,AMAD,1972,Winter,M,Climber,Australia,police officer,-2.0
AMAD00403,AMAD,1972,Winter,M,Climber,UK,army captain,0.0
AMAD00403,AMAD,1972,Winter,M,Climber,UK,management consultant,1.0
AMAD00403,AMAD,1972,Winter,M,Climber,USA,unknown,6.0
AMAD00403,AMAD,1972,Winter,M,H-A Worker,Nepal,unknown,-5.0
AMAD00403,AMAD,1972,Winter,M,H-A Worker,Nepal,unknown,-2.0
AMAD00301,AMAD,1973,Autumn,M,Climber,Austria,alpine guide,2.0
AMAD00301,AMAD,1973,Autumn,M,Climber,Italy,mechanic,4.0
AMAD00301,AMAD,1973,Autumn,M,Climber,Italy,tea company salesman,4.0
AMAD00302,AMAD,1973,Autumn,M,Climber,Italy,unskilled laborer,4.0
AMAD00302,AMAD,1973,Autumn,M,Leader,Italy,alpine guide,4.0
AMAD00302,AMAD,1973,Autumn,M,Climber,Italy,alpine guide,8.0
AMAD00302,AMAD,1973,Autumn,M,Climber,Italy,bank clerk,1.0
AMAD00302,AMAD,1973,Autumn,M,Exp Doctor,Italy,physician,9.0
AMAD00302,AMAD,1973,Autumn,M,Climber,Italy,engineer in factory producing telephone systems,11.0
AMAD00303,AMAD,1973,Autumn,F,Climber,Germany,teacher,-1.0
AMAD00303,AMAD,1973,Autumn,M,Leader,Germany,engineer,2.0
AMAD00304,AMAD,1973,Autumn,M,Leader,Germany,public relations manager for business magazine,9.0
AMAD00307,AMAD,1973,Autumn,M,Climber,Japan,import company staff,0.0
AMAD00307,AMAD,1973,Autumn,M,Leader,Japan,travel agency staff,7.0
AMAD00308,AMAD,1973,Autumn,M,Leader,France,mountain refuge guard,-5.0
AMAD00309,AMAD,1973,Autumn,M,Climber,Spain,plumber,-1.0
AMAD00309,AMAD,1973,Autumn,M,Climber,Spain,kindergarten,-1.0
AMAD00309,AMAD,1973,Autumn,M,Climber,Spain,mason,0.0
AMAD00309,AMAD,1973,Autumn,M,Leader,Spain,housepainter,4.0
AMAD00310,AMAD,1973,Autumn,M,Climber,Italy,alpine guide,12.0
AMAD00310,AMAD,1973,Autumn,M,Climber,Italy,alpine guide equipment,7.0
AMAD00310,AMAD,1973,Autumn,M,Climber,Italy,pilot,11.0
AMAD00311,AMAD,1973,Autumn,M,Leader,Austria,chemical company sales manager,4.0
AMAD00311,AMAD,1973,Autumn,M,Climber,Austria,engineer,5.0
AMAD00312,AMAD,1973,Autumn,M,Climber,Switzerland,alpine guide,7.0
AMAD00312,AMAD,1973,Autumn,M,Climber,Switzerland,telecommunicatons engineer,1.0
AMAD00312,AMAD,1973,Autumn,M,Leader,Switzerland,alpine guide ski instrucor paragliding taxi pilot,-3.0
AMAD00312,AMAD,1973,Autumn,M,Climber,Switzerland,alpine guide ski instructor,5.0
AMAD00313,AMAD,1973,Autumn,M,Climber,Switzerland,sculptor,8.0
AMAD00313,AMAD,1973,Autumn,M,Climber,Switzerland,mason bricklayer,-1.0
AMAD00313,AMAD,1973,Autumn,M,Climber,Switzerland,electrical engineer,7.0
AMAD00313,AMAD,1973,Autumn,M,Leader,Switzerland,alpine guide,2.0
AMAD00313,AMAD,1973,Autumn,M,Climber,Switzerland,mason bricklayer,7.0
AMAD00314,AMAD,1973,Autumn,M,Climber,Germany,firefighter,1.0
AMAD00314,AMAD,1973,Autumn,F,Climber,Germany,unknown,11.0
AMAD00314,AMAD,1973,Autumn,M,Climber,Germany,salesman,7.0
AMAD00314,AMAD,1973,Autumn,M,Climber,Germany,electronics engineer,10.0
AMAD00314,AMAD,1973,Autumn,M,H-A Worker,Nepal,unknown,1.0
AMAD00315,AMAD,1973,Autumn,F,Climber,Poland,economist,-5.0
AMAD00315,AMAD,1973,Autumn,M,Climber,USA,gardener,2.0
AMAD00315,AMAD,1973,Autumn,M,Climber,USA,computer expert,6.0
AMAD00315,AMAD,1973,Autumn,M,Climber,USA,contractor,12.0
AMAD00315,AMAD,1973,Autumn,M,Climber,USA,bio-medical engineer,11.0
AMAD00315,AMAD,1973,Autumn,M,Climber,Poland,enginner,11.0
AMAD00315,AMAD,1973,Autumn,M,H-A Worker,Nepal,unknown,0.0
AMAD00318,AMAD,1973,Autumn,F,Climber,UK,logistics manager,5.0
AMAD00318,AMAD,1973,Autumn,M,Climber,UK,company director,11.0
AMAD00318,AMAD,1973,Autumn,M,Climber,UK,student,-9.0
AMAD00318,AMAD,1973,Autumn,F,Climber,UK,alpine instructor,4.0
AMAD00318,AMAD,1973,Autumn,M,Climber,UK,computer consultant,10.0
AMAD00318,AMAD,1973,Autumn,M,Climber,USA,computer system owner,3.0
AMAD00318,AMAD,1973,Autumn,M,H-A Worker,Nepal,unknown,3.0
AMAD00319,AMAD,1973,Autumn,M,Leader,Canada,alpine guide,4.0
AMAD00320,AMAD,1973,Autumn,M,Leader,UK,alpine guide,-3.0
AMAD99304,AMAD,1974,Autumn,M,Sirdar,Nepal,unknown,4.0
AMAD00101,AMAD,1978,Spring,M,Climber,New Zealand,computer consultant,7.0
AMAD00101,AMAD,1978,Spring,M,Leader,New Zealand,electronics engineer,11.0
AMAD00101,AMAD,1978,Spring,M,Climber,New Zealand,alpine guide,7.0
AMAD00101,AMAD,1978,Spring,M,Climber,New Zealand,alpine guide,12.0
AMAD00101,AMAD,1978,Spring,F,Climber,New Zealand,architect,9.0
AMAD00102,AMAD,1978,Spring,M,Climber,Russia,installs car alarms,4.0
AMAD00103,AMAD,1978,Spring,M,Climber,Austria,alpine guide,12.0
AMAD00104,AMAD,1978,Spring,M,Leader,USA,alpine guide,12.0
AMAD00104,AMAD,1978,Spring,M,Climber,USA,student,1.0
AMAD00104,AMAD,1978,Spring,M,Climber,USA,student,3.0
AMAD00104,AMAD,1978,Spring,M,Climber,USA,alpinist guide,6.0
AMAD00107,AMAD,1978,Spring,M,Leader,Italy,alpine guide,9.0
AMAD00108,AMAD,1978,Spring,M,Climber,USA,medical student,6.0
AMAD00109,AMAD,1978,Spring,M,Climber,USA,alpine guide instructor,8.0
AMAD00109,AMAD,1978,Spring,F,Climber,USA,outdoor educator,9.0
AMAD00109,AMAD,1978,Spring,M,Climber,USA,medical student,11.0
AMAD00110,AMAD,1978,Spring,M,Climber,USA,alpine shop,9.0
AMAD00110,AMAD,1978,Spring,M,Climber,USA,alpine guide,6.0
AMAD00110,AMAD,1978,Spring,M,Climber,USA,alpine guide,11.0
AMAD00110,AMAD,1978,Spring,M,Climber,USA,photographer,6.0
AMAD00110,AMAD,1978,Spring,M,Climber,USA,alpine guide,12.0
AMAD00110,AMAD,1978,Spring,M,Climber,USA,speaker alpinist,10.0
AMAD00111,AMAD,1978,Spring,M,Climber,Mexico,student of computer engineering,1.0
AMAD00111,AMAD,1978,Spring,M,Climber,Mexico,law student,1.0
AMAD00111,AMAD,1978,Spring,M,Leader,Mexico,mechanical engineering university student,0.0
AMAD00111,AMAD,1978,Spring,F,Climber,Mexico,graphic designer,8.0
AMAD00111,AMAD,1978,Spring,M,Climber,Mexico,architect,3.0
AMAD99304,AMAD,1978,Autumn,M,Climber,Norway,economist,12.0
AMAD99304,AMAD,1978,Autumn,M,Climber,Norway,economist,11.0
AMAD99304,AMAD,1978,Autumn,M,Leader,Norway,construction engineer,12.0
AMAD99319,AMAD,1978,Autumn,M,Climber,USA,assistant manger of climbing gym,3.0
AMAD99319,AMAD,1978,Autumn,M,Climber,USA,golf instructor,8.0
AMAD99301,AMAD,1980,Autumn,M,Climber,USA,student,10.0
AMAD99301,AMAD,1980,Autumn,M,Climber,UK,physician,7.0
AMAD99301,AMAD,1980,Autumn,M,Climber,UK,commercial manager,11.0
AMAD99301,AMAD,1980,Autumn,M,Climber,UK,geotechnical technician,10.0
AMAD99301,AMAD,1980,Autumn,M,H-A Worker,Nepal,unknown,6.0
AMAD99301,AMAD,1980,Autumn,M,H-A Worker,Nepal,unknown,9.0
AMAD99303,AMAD,1980,Autumn,M,Climber,Spain,car dealer,9.0
AMAD99303,AMAD,1980,Autumn,M,Climber,Spain,veterinarian,11.0
AMAD99305,AMAD,1980,Autumn,M,Leader,New Zealand,alpine guide,11.0
AMAD99305,AMAD,1980,Autumn,F,Climber,New Zealand,manager of outdoor-equipment store,6.0
AMAD99305,AMAD,1980,Autumn,M,Climber,New Zealand,alpine guide,4.0
AMAD99306,AMAD,1980,Autumn,M,Climber,USA,environmental consultant,10.0
AMAD99307,AMAD,1980,Autumn,M,Climber,USA,financial advisor,8.0
AMAD99307,AMAD,1980,Autumn,M,Climber,USA,alpine guide,10.0
AMAD99307,AMAD,1980,Autumn,M,Climber,USA,student,7.0
AMAD99307,AMAD,1980,Autumn,M,Leader,USA,expedition leader alpine trekking guide,7.0
AMAD99308,AMAD,1980,Autumn,M,Climber,Netherlands,furniture wholesaler,8.0
AMAD99310,AMAD,1980,Autumn,F,Climber,Switzerland,draftswoman,8.0
AMAD99310,AMAD,1980,Autumn,M,Climber,Switzerland,engineer,11.0
AMAD99310,AMAD,1980,Autumn,M,Climber,Switzerland,alpine guide,12.0
AMAD99310,AMAD,1980,Autumn,M,Climber,Switzerland,alpine guide,2.0
AMAD99310,AMAD,1980,Autumn,M,Climber,Switzerland,furniture maker,11.0
AMAD99311,AMAD,1980,Autumn,M,Climber,Germany,carpenter,6.0
AMAD99312,AMAD,1980,Autumn,M,Climber,UK,unknown,11.0
AMAD99312,AMAD,1980,Autumn,M,H-A Worker,Nepal,unknown,12.0
AMAD99313,AMAD,1980,Autumn,M,Climber,Sweden,businessman,9.0
AMAD99313,AMAD,1980,Autumn,M,Climber,Sweden,alpine guide,10.0
AMAD99313,AMAD,1980,Autumn,M,Climber,UK,surveyor,8.0
AMAD99313,AMAD,1980,Autumn,M,Climber,Sweden,photographer,8.0
AMAD99313,AMAD,1980,Autumn,M,Climber,New Zealand,screen printer,11.0
AMAD99314,AMAD,1980,Autumn,M,H-A Worker,Nepal,unknown,10.0
AMAD99315,AMAD,1980,Autumn,M,Climber,USA,ski patrol member carpenter,10.0
AMAD99316,AMAD,1980,Autumn,M,Climber,France,alpine guide,9.0
AMAD99316,AMAD,1980,Autumn,M,Climber,France,engineer,9.0
AMAD99316,AMAD,1980,Autumn,M,Climber,France,computer technician,12.0
AMAD99316,AMAD,1980,Autumn,M,Climber,France,computer technician,10.0
AMAD99317,AMAD,1980,Autumn,M,Climber,Switzerland,alpine guide,9.0
AMAD99317,AMAD,1980,Autumn,F,Climber,Switzerland,pharmacist,9.0
AMAD99401,AMAD,1980,Winter,M,Climber,Australia,sign writer,7.0
AMAD99402,AMAD,1980,Winter,M,Climber,USA,alpine guide,12.0
AMAD99402,AMAD,1980,Winter,M,Climber,Yugoslavia,businessman,11.0
AMAD99402,AMAD,1980,Winter,F,Climber,USA,gardner landscaper,12.0
AMAD99402,AMAD,1980,Winter,M,Climber,UK,worker,9.0
AMAD99402,AMAD,1980,Winter,M,Climber,USA,medical student,9.0
AMAD99402,AMAD,1980,Winter,M,Climber,USA,alpinist,8.0
AMAD99402,AMAD,1980,Winter,M,H-A Worker,Nepal,unknown,3.0
AMAD99403,AMAD,1980,Winter,M,Climber,Australia,alpine guide,10.0
AMAD99404,AMAD,1980,Winter,M,Climber,USA,project coordinator to establish greenbelt from yukon to yellowstone,11.0
AMAD99404,AMAD,1980,Winter,M,Climber,USA,alpine guide,4.0
AMAD99405,AMAD,1980,Winter,M,Climber,USA,alpine guide instructor,6.0
AMAD99405,AMAD,1980,Winter,M,Member,USA,national park ranger,8.0
AMAD98401,AMAD,1982,Winter,M,Climber,USA,ski instructor climbing guide instructor,7.0
AMAD98402,AMAD,1982,Winter,M,Leader,Australia,geologist and mountain guide,12.0
AMAD98402,AMAD,1982,Winter,M,Climber,Australia,consultant outdoor activities,11.0
AMAD98301,AMAD,1983,Autumn,M,Climber,Ukraine,alpinist,12.0
AMAD98301,AMAD,1983,Autumn,M,Climber,Ukraine,alpinist,12.0
AMAD98302,AMAD,1983,Autumn,M,Climber,Czech Republic,student,8.0
AMAD98303,AMAD,1983,Autumn,M,Climber,Russia,ski instructor,9.0
AMAD98303,AMAD,1983,Autumn,M,Climber,Russia,alpine instructor of boys,9.0
AMAD98307,AMAD,1983,Autumn,M,Climber,USA,student,5.0
AMAD98307,AMAD,1983,Autumn,M,Climber,USA,cook,6.0
AMAD98307,AMAD,1983,Autumn,M,H-A Worker,Nepal,unknown,6.0
AMAD98311,AMAD,1983,Autumn,M,Climber,Canada,training to be alpine guide,7.0
AMAD98311,AMAD,1983,Autumn,M,Climber,Canada,university student of resource based tourism,5.0
AMAD98311,AMAD,1983,Autumn,M,Climber,USA,alpine guide student,9.0
AMAD98312,AMAD,1983,Autumn,M,Climber,Italy,sports shop staff,12.0
AMAD98313,AMAD,1983,Autumn,F,Climber,France,mountain hut manager,11.0
AMAD98313,AMAD,1983,Autumn,M,Climber,Switzerland,unknown,9.0
AMAD98318,AMAD,1983,Autumn,M,Climber,USA,shoe cobbler,12.0
AMAD98318,AMAD,1983,Autumn,M,Climber,USA,national park ranger,12.0
AMAD98318,AMAD,1983,Autumn,F,Climber,USA,alpine guide,8.0
AMAD98318,AMAD,1983,Autumn,M,Leader,USA,alpine guide,10.0
AMAD98320,AMAD,1983,Autumn,M,Climber,France,alpine guide rescuer,8.0
AMAD98323,AMAD,1983,Autumn,M,Climber,Sweden,college teacher social science and history,12.0
AMAD98323,AMAD,1983,Autumn,M,Climber,Sweden,electronics engineer,12.0
AMAD98323,AMAD,1983,Autumn,M,Climber,Poland,student,8.0
AMAD98325,AMAD,1983,Autumn,M,Climber,Iceland,technician,8.0
AMAD98325,AMAD,1983,Autumn,M,Climber,Iceland,trades school student,8.0
AMAD98325,AMAD,1983,Autumn,M,Climber,Iceland,mechanic,8.0
AMAD98325,AMAD,1983,Autumn,M,Climber,Iceland,mechanic,12.0
AMAD98326,AMAD,1983,Autumn,M,Climber,Austria,computer software,12.0
AMAD98328,AMAD,1983,Autumn,M,H-A Worker,Nepal,unknown,9.0
AMAD58301,AMAD,1984,Autumn,M,Climber,Italy,unknown,101.0
AMAD23320,AMAD,2023,Autumn,M,Climber,USA,self-employed,-1.0
ANN170102,ANN1,1953,Spring,M,H-A Worker,Nepal,unknown,5.0
ANN179102,ANN1,1954,Spring,M,H-A Worker,Nepal,unknown,5.0
ANN181101,ANN1,1954,Spring,M,H-A Worker,Nepal,unknown,5.0
ANN195101,ANN1,1955,Spring,M,H-A Worker,Nepal,unknown,-9.0
ANN100303,ANN1,1956,Autumn,M,Climber,France,alpine guide,-17.0
ANN100303,ANN1,1956,Autumn,M,Climber,France,alpine guide,-8.0
ANN100303,ANN1,1956,Autumn,M,Climber,France,glacial researcher,-13.0
ANN194401,ANN1,1959,Winter,M,H-A Worker,Nepal,unknown,-3.0
ANN184304,ANN1,1963,Autumn,M,Climber,Spain,alpine instructor,2.0
ANN184304,ANN1,1963,Autumn,F,Member,Spain,teacher,3.0
ANN184304,ANN1,1963,Autumn,F,Member,Spain,primary school teacher,2.0
ANN191306,ANN1,1964,Autumn,M,Climber,Poland,businessman,6.0
ANN186101,ANN1,1965,Spring,M,Climber,Bulgaria,student of physical education,8.0
ANN186101,ANN1,1965,Spring,M,Climber,Bulgaria,student of history sofia university,6.0
ANN199102,ANN1,1970,Spring,M,Member,Spain,economist,12.0
ANN100301,ANN1,1974,Autumn,M,Climber,France,physician,2.0
ANN100301,ANN1,1974,Autumn,M,Climber,France,alpine guide,4.0
ANN100301,ANN1,1974,Autumn,M,Climber,France,alpine guide,1.0
ANN100302,ANN1,1974,Autumn,F,Climber,Japan,office worker government employee,11.0
ANN100302,ANN1,1974,Autumn,M,Climber,Japan,office worker,9.0
ANN100302,ANN1,1974,Autumn,F,Climber,Japan,shop saleswoman,3.0
ANN100302,ANN1,1974,Autumn,M,Climber,Japan,office worker in paint company,5.0
ANN100102,ANN1,1977,Spring,M,Climber,Spain,marketing manager,12.0
ANN100103,ANN1,1977,Spring,M,Climber,France,sergeant-major in army,11.0
ANN100103,ANN1,1977,Spring,M,Deputy Leader,France,alpine guide in army lieutenant,8.0
ANN100103,ANN1,1977,Spring,M,Climber,France,alpine guide,9.0
ANN100103,ANN1,1977,Spring,M,Climber,France,army corporal,6.0
ANN100103,ANN1,1977,Spring,M,Climber,France,army alpine guide sergeant,4.0
ANN100104,ANN1,1977,Spring,M,Climber,Finland,alpinist,9.0
ANN100101,ANN1,1978,Spring,M,Co-Leader,Spain,mechanic,10.0
ANN100101,ANN1,1978,Spring,M,Co-Leader,Spain,alpinist,11.0
ANN100102,ANN1,1978,Spring,M,Climber,Spain,plumber,8.0
ANN100102,ANN1,1978,Spring,M,Climber,Spain,pilot,11.0
ANN199101,ANN1,1981,Spring,M,Climber,Spain,cameraman,5.0
ANN199101,ANN1,1981,Spring,M,Climber,Spain,student alpine guide,11.0
ANN199101,ANN1,1981,Spring,M,Climber,Spain,student,7.0
ANN199101,ANN1,1981,Spring,M,Climber,Spain,sound technician,6.0
ANN199101,ANN1,1981,Spring,M,Climber,Spain,firefighter,11.0
ANN199101,ANN1,1981,Spring,M,Climber,S Korea,television cameraman,12.0
ANN199101,ANN1,1981,Spring,M,H-A Worker,Nepal,unknown,9.0
ANN199102,ANN1,1981,Spring,F,Climber,Spain,psychologist,12.0
ANN199102,ANN1,1981,Spring,F,Climber,Spain,physical education teacher,12.0
ANN199102,ANN1,1981,Spring,F,Climber,Spain,computer operator,10.0
ANN199102,ANN1,1981,Spring,M,Climber,Spain,sound engineer,10.0
ANN199102,ANN1,1981,Spring,M,Climber,Spain,physical education teacher,10.0
ANN199102,ANN1,1981,Spring,M,Climber,Spain,physical education teacher,12.0
ANN198301,ANN1,1983,Autumn,M,Climber,USA,computer consultant,12.0
ANN283301,ANN2,1969,Autumn,M,Sirdar,Nepal,unknown,9.0
ANN250201,ANN2,1984,Summer,M,Leader,UK,unknown,86.0
ANN398301,ANN3,1959,Autumn,M,H-A Worker,Nepal,unknown,5.0
ANN300301,ANN3,1969,Autumn,M,Sirdar,Nepal,unknown,7.0
ANN300301,ANN3,1973,Autumn,M,Climber,Slovenia,machine technician,6.0
ANN300301,ANN3,1973,Autumn,M,Climber,Slovenia,salesman in climbing-equipment,3.0
ANN300301,ANN3,1973,Autumn,M,Climber,Slovenia,electrical linesman,-1.0
ANN300301,ANN3,1973,Autumn,M,Climber,Slovenia,engineer,11.0
ANN300301,ANN3,1973,Autumn,M,Climber,Slovenia,software engineer,4.0
ANN300301,ANN3,1973,Autumn,M,Climber,Slovenia,forestry student,-3.0
ANN300301,ANN3,1973,Autumn,M,Leader,Slovenia,journalist and photographer,9.0
ANN300301,ANN3,1973,Autumn,M,Climber,Slovenia,technical school student of machinery,-1.0
ANN300301,ANN3,1973,Autumn,M,Climber,Slovenia,technical school student of electricity,-4.0
ANN491101,ANN4,1938,Spring,M,H-A Worker,Nepal,unknown,-27.0
ANN483301,ANN4,1954,Autumn,M,Sirdar,Nepal,unknown,4.0
ANN487301,ANN4,1954,Autumn,M,H-A Worker,Nepal,unknown,-4.0
ANN492304,ANN4,1954,Autumn,M,H-A Worker,Nepal,unknown,-17.0
ANN491301,ANN4,1960,Autumn,M,Sirdar,Nepal,unknown,-2.0
ANN481301,ANN4,1962,Autumn,M,Climber,Italy,office clerk,2.0
ANN481301,ANN4,1962,Autumn,M,Climber,Italy,student,2.0
ANN481301,ANN4,1962,Autumn,M,Climber,Italy,alpine guide,12.0
ANN481301,ANN4,1962,Autumn,M,Climber,Italy,office worker,12.0
ANN481301,ANN4,1962,Autumn,M,Climber,Italy,alpine guide,6.0
ANN481301,ANN4,1963,Autumn,M,Exp Doctor,Italy,physician,9.0
ANN498301,ANN4,1983,Autumn,M,Climber,Czech Republic,university student,5.0
ANN450201,ANN4,1999,Summer,M,Leader,UK,unknown,101.0
ANN450201,ANN4,1999,Summer,M,Scientist,UK,botanist,100.0
ANN453101,ANN4,1999,Spring,M,Leader,UK,unknown,97.0
ANN453101,ANN4,1999,Spring,M,Member,UK,unknown,97.0
ANNE00301,ANNE,1957,Autumn,M,Climber,France,alpine guide,-7.0
ANNE00301,ANNE,1957,Autumn,M,Climber,France,alpine guide,-16.0
ANNE00301,ANNE,1957,Autumn,M,Climber,France,glacial researcher,-12.0
ANNE84301,ANNE,1962,Autumn,M,Climber,Switzerland,alpine guide,1.0
ANNE84301,ANNE,1962,Autumn,M,Exp Doctor,Switzerland,physician alpine guide member of swiss air mtn rescue,9.0
ANNE84301,ANNE,1962,Autumn,M,Climber,Switzerland,alpine guide,3.0
ANNM84302,ANNM,1962,Autumn,M,Climber,Switzerland,alpine guide,1.0
ANNM84302,ANNM,1962,Autumn,M,Exp Doctor,Switzerland,physician alpine guide member of swiss air mtn rescue,9.0
ANNM84302,ANNM,1962,Autumn,M,Climber,Switzerland,alpine guide,3.0
ANNS91302,ANNS,1960,Autumn,F,Climber,USA,application enginner,10.0
APIM83401,APIM,1954,Winter,M,Climber,Poland,artist painter,12.0
APIM53101,APIM,1979,Spring,M,Scientist,UK,unknown,93.0
APIM54101,APIM,1984,Spring,M,Leader,Italy,unknown,101.0
BARU94101,BARU,1954,Spring,M,Climber,Czechoslovakia,worker on tall buildings,-13.0
BARU00307,BARU,1955,Autumn,M,Climber,Italy,alpine guide,6.0
BARU99302,BARU,1955,Autumn,M,H-A Worker,Nepal,unknown,-12.0
BARU99303,BARU,1955,Autumn,M,Exp Doctor,Germany,gynecologist,-5.0
BARU00101,BARU,1956,Spring,M,Climber,Germany,clerk,-6.0
BARU98305,BARU,1959,Autumn,M,H-A Worker,Nepal,unknown,-10.0
BARU98102,BARU,1960,Spring,M,Climber,Switzerland,mountaineering trekking agency staff,-12.0
BARU84302,BARU,1962,Autumn,F,Member,Spain,primary school teacher,1.0
BARU93302,BARU,1964,Autumn,M,Climber,Germany,roofer,-4.0
BARU93302,BARU,1964,Autumn,M,Climber,Germany,manufacturing engineer,-2.0
BARU80302,BARU,1965,Autumn,M,Climber,USA,ski instructor,9.0
BARU88301,BARU,1965,Autumn,M,Exp Doctor,W Germany,physician,12.0
BARU00306,BARU,1970,Autumn,M,H-A Worker,Nepal,unknown,-8.0
BARU00306,BARU,1970,Autumn,M,H-A Worker,Nepal,unknown,8.0
BARU00301,BARU,1972,Autumn,M,Leader,Japan,pharmacist,9.0
BARU00301,BARU,1972,Autumn,M,Climber,Japan,plastics factory employee,4.0
BARU00301,BARU,1972,Autumn,M,Climber,Japan,employee of fukui prefecture government,9.0
BARU00304,BARU,1972,Autumn,M,Climber,UK,raf squardon leader personnel policy,7.0
BARU00304,BARU,1972,Autumn,M,Climber,UK,raf instructor of helicopter crews,5.0
BARU00304,BARU,1972,Autumn,F,Climber,UK,senior staff officer at joint service headquarters,4.0
BARU00304,BARU,1972,Autumn,F,Exp Doctor,UK,emergency physician,3.0
BARU00305,BARU,1972,Autumn,M,Climber,Slovakia,information technology consultant,1.0
